Time,Distance,RPM
48.400,2.163,3831.969971
48.500,2.166,3798.540039
48.600,2.169,3768.659912
48.700,2.172,3786.659912
48.800,2.175,3780.239990
48.900,2.177,3748.889893
49.000,2.180,3741.449951
49.100,2.183,3726.449951
49.200,2.185,3719.280029
49.300,2.188,3733.260010
49.400,2.191,3743.159912
49.500,2.194,3721.739990
49.600,2.196,3711.840088
49.700,2.199,3736.679932
49.800,2.202,3752.159912
49.900,2.204,3772.159912
50.000,2.207,3824.139893
50.100,2.210,3832.080078
50.200,2.212,3832.500000
50.300,2.215,3814.340088
50.400,2.218,3814.939941
50.500,2.220,3825.280029
50.600,2.223,3835.080078
50.700,2.226,3863.239990
50.800,2.228,3891.860107
50.900,2.231,3887.340088
51.000,2.234,3901.620117
51.100,2.237,3944.540039
51.200,2.239,3962.719971
51.300,2.242,3970.399902
51.400,2.245,4008.379883
51.500,2.247,4056.340088
51.600,2.250,4107.700195
51.700,2.253,4143.819824
51.800,2.256,4153.720215
51.900,2.258,4151.740234
52.000,2.261,4090.699951
52.100,2.264,4070.139893
52.200,2.267,4096.700195
52.300,2.270,4119.140137
52.400,2.273,4137.500000
52.500,2.276,4213.479980
52.600,2.279,4263.060059
52.700,2.281,4351.040039
52.800,2.284,4366.640137
52.900,2.287,4412.879883
53.000,2.290,4464.560059
53.100,2.293,4488.339844
53.200,2.296,4525.259766
53.300,2.299,4557.200195
53.400,2.302,4593.779785
53.500,2.306,4627.430176
53.600,2.309,4669.890137
53.700,2.312,4727.129883
53.800,2.315,4773.850098
53.900,2.318,4809.910156
54.000,2.322,4875.790039
54.100,2.325,4916.899902
54.200,2.329,4943.669922
54.300,2.332,4992.379883
54.400,2.335,5028.529785
54.500,2.339,5060.209961
54.600,2.342,5114.419922
54.700,2.346,5186.569824
54.800,2.349,5209.399902
54.900,2.353,5244.669922
55.000,2.357,5312.259766
55.100,2.360,5300.080078
55.200,2.364,5368.180176
55.300,2.368,5468.790039
55.400,2.371,5480.029785
55.500,2.375,5413.029785
55.600,2.379,5538.939941
55.700,2.383,5551.399902
55.800,2.387,5600.709961
55.900,2.391,5699.620117
56.000,2.395,5687.649902
56.100,2.399,5725.379883
56.200,2.403,5793.120117
56.300,2.407,5839.109863
56.400,2.411,5845.049805
56.500,2.415,5950.580078
56.600,2.419,5992.240234
56.700,2.423,5964.399902
56.800,2.427,6050.140137
56.900,2.432,6099.310059
57.000,2.436,6080.569824
57.100,2.440,6147.470215
57.200,2.445,6195.120117
57.300,2.449,6209.750000
57.400,2.453,6062.370117
57.500,2.458,5641.470215
57.600,2.462,5237.479980
57.700,2.467,5066.819824
57.800,2.471,5146.200195
57.900,2.476,5166.600098
